state_code,state_name_english,state_census2011_code,district_code,district_name_english,district_census2011_code,subdistrict_code,subdistrict_name_english,subdistrict_census2011_code,state_or_ut
37,Ladakh,0.0,6,Kargil,4.0,14,Sankoo,14.0,U
19,West Bengal,19.0,703,Jhargram,0.0,2459,Sankrail,2459.0,S
28,Andhra Pradesh,28.0,519,Srikakulam,542.0,4790,Santhabommali,4790.0,S
13,Nagaland,13.0,251,Zunheboto,263.0,1778,Saptiqa,1778.0,S
8,Rajasthan,8.0,777,Salumbar,,693,Sarada,693.0,S
10,Bihar,10.0,223,Supaul,208.0,1106,Saraigarh Bhaptiyahi,1106.0,S
20,Jharkhand,20.0,341,Saraikela Kharsawan,369.0,2753,Saraikela,2753.0,S
21,Odisha,21.0,367,Nayagarh,385.0,3032,Sarankul,3032.0,S
8,Rajasthan,8.0,112,Rajsamand,123.0,7370,Sardargarh,0.0,S
9,Uttar Pradesh,9.0,149,Hamirpur,168.0,866,Sarila,866.0,S
2,Himachal Pradesh,2.0,22,Mandi,27.0,129,Sarkaghat,129.0,S
22,Chhattisgarh,22.0,763,Sarangarh-Bilaigarh,0.0,7401,Sarsiwa,0.0,S
18,Assam,18.0,288,Golaghat,313.0,2087,Sarupathar,2087.0,S
18,Assam,18.0,739,Bajali,0.0,2025,Sarupeta (Pt),2025.0,S
21,Odisha,21.0,371,Sambalpur,372.0,2786,Sasan,2786.0,S
3,Punjab,3.0,608,S.A.S Nagar,52.0,267,Sas Nagar (Mohali),267.0,S
13,Nagaland,13.0,251,Zunheboto,263.0,1777,Satakha,1777.0,S
33,Tamil Nadu,33.0,594,Thoothukkudi,627.0,5869,Sathankulam,5869.0,S
33,Tamil Nadu,33.0,573,Erode,610.0,5749,Sathyamangalam,5749.0,S
24,Gujarat,24.0,451,Mahesana,471.0,3751,Satlasana,3751.0,S
13,Nagaland,13.0,251,Zunheboto,263.0,1779,Satoi,1779.0,S
5,Uttarakhand,5.0,52,Pauri Garhwal,61.0,311,Satpuli,311.0,S
10,Bihar,10.0,216,Saharsa,214.0,1175,Saur Bazar,1175.0,S
29,Karnataka,29.0,527,Belagavi,555.0,5441,Savadatti,5441.0,S
28,Andhra Pradesh,28.0,751,Palnadu,0.0,5064,Savalyapuram H/O Kanamarlapudi,5064.0,S
29,Karnataka,29.0,540,Haveri,564.0,5490,Savanur,5490.0,S
8,Rajasthan,8.0,92,Bhilwara,122.0,7392,Sawaipur,0.0,S
27,Maharashtra,27.0,473,Chandrapur,509.0,4068,Sawali,4068.0,S
36,Telangana,0.0,507,Hyderabad,536.0,4498,Secunderabad,4498.0,S
29,Karnataka,29.0,538,Kalaburagi,579.0,5584,Sedam,5584.0,S
7,Delhi,7.0,671,Shahdara,0.0,438,Seema Puri,438.0,U
13,Nagaland,13.0,248,Phek,266.0,1800,Sekruzu,1800.0,S
23,Madhya Pradesh,23.0,428,Seoni,456.0,3664,Seoni,3664.0,S
15,Mizoram,15.0,268,Serchhip,285.0,1910,Serchhip,1910.0,S
13,Nagaland,13.0,614,Kiphire,269.0,1835,Seyochung,1835.0,S
9,Uttar Pradesh,9.0,150,Hardoi,155.0,809,Shahabad,809.0,S
27,Maharashtra,27.0,497,Thane,517.0,4167,Shahapur,4167.0,S
1,Jammu And Kashmir,1.0,1,Anantnag,14.0,6816,Shahbad Bala,0.0,U
9,Uttar Pradesh,9.0,152,Jaunpur,194.0,981,Shahganj,981.0,S
3,Punjab,3.0,34,Jalandhar,37.0,209,Shahkot,209.0,S
6,Haryana,6.0,58,Ambala,70.0,6431,Shahzadpur St,0.0,S
36,Telangana,0.0,507,Hyderabad,536.0,4496,Shaikpet,4496.0,S
10,Bihar,10.0,191,Begusarai,222.0,1321,Shamho Akha Kurha,1321.0,S
36,Telangana,0.0,700,Medchal Malkajgiri,0.0,4520,Shamirpet,4520.0,S
10,Bihar,10.0,219,Sheikhpura,228.0,1373,Shekhopur Sarai,1373.0,S
8,Rajasthan,8.0,90,Barmer,115.0,577,Sheo,577.0,S
8,Rajasthan,8.0,115,Sirohi,117.0,592,Sheoganj,592.0,S
2,Himachal Pradesh,2.0,23,Shimla,33.0,181,Shimla ( Rural ),181.0,S
2,Himachal Pradesh,2.0,23,Shimla,33.0,182,Shimla (Urban),182.0,S
27,Maharashtra,27.0,493,Sangli,531.0,4295,Shirala,4295.0,S
33,Tamil Nadu,33.0,568,Chennai,603.0,5705,Sholinganallur,5705.0,S
27,Maharashtra,27.0,491,Raigad,520.0,4183,Shrivardhan,4183.0,S
23,Madhya Pradesh,23.0,427,Sehore,445.0,3583,Shyampur,3583.0,S
19,West Bengal,19.0,313,Howrah,341.0,2410,Shyampur - I,2410.0,S
19,West Bengal,19.0,313,Howrah,341.0,2411,Shyampur - II,2411.0,S
15,Mizoram,15.0,267,Siaha,288.0,1921,Siaha,1921.0,S
29,Karnataka,29.0,550,Uttara Kannada,563.0,5486,Siddapur,5486.0,S
10,Bihar,10.0,211,Pashchim Champaran,203.0,1013,Sidhaw,1013.0,S
28,Andhra Pradesh,28.0,504,Y.S.R.,551.0,5229,Sidhout,5229.0,S
18,Assam,18.0,612,Chirang,320.0,2114,Sidli (Pt),2114.0,S
24,Gujarat,24.0,443,Bhavnagar,481.0,3856,Sihor,3856.0,S
2,Himachal Pradesh,2.0,16,Chamba,23.0,89,Sihunta,89.0,S
10,Bihar,10.0,198,Jamui,238.0,1526,Sikandra,1526.0,S
8,Rajasthan,8.0,114,Sikar,111.0,7228,Sikar Gramin,0.0,S
8,Rajasthan,8.0,97,Dausa,109.0,535,Sikrai,535.0,S
8,Rajasthan,8.0,767,Deeg,,6930,Sikri,0.0,S
18,Assam,18.0,282,Cachar,316.0,2097,Silchar,2097.0,S
20,Jharkhand,20.0,323,Chatra,347.0,2524,Simaria,2524.0,S
23,Madhya Pradesh,23.0,420,Panna,426.0,6975,Simariya,0.0,S
28,Andhra Pradesh,28.0,504,Y.S.R.,551.0,5217,Simhadripuram,5217.0,S
19,West Bengal,19.0,305,Bankura,339.0,2372,Simlapal,2372.0,S
10,Bihar,10.0,194,Buxar,232.0,1435,Simri,1435.0,S
36,Telangana,0.0,509,Khammam,541.0,4744,Singareni,4744.0,S
23,Madhya Pradesh,23.0,638,Singrauli,463.0,7040,Singrauli Nagar,0.0,S
27,Maharashtra,27.0,487,Nashik,516.0,4154,Sinnar,4154.0,S
9,Uttar Pradesh,9.0,129,Bara Banki,176.0,899,Sirauli Gauspur,899.0,S
10,Bihar,10.0,210,Nawada,237.0,1523,Sirdala,1523.0,S
36,Telangana,0.0,501,Adilabad,532.0,6224,Sirikonda,0.0,S
36,Telangana,0.0,516,Nizamabad,533.0,4379,Sirikonda,4379.0,S
23,Madhya Pradesh,23.0,424,Rewa,430.0,3473,Sirmour,3473.0,S
36,Telangana,0.0,699,Kumuram Bheem Asifabad,0.0,4326,Sirpur U,4326.0,S
19,West Bengal,19.0,308,Cooch Behar,329.0,2189,Sitai,2189.0,S
19,West Bengal,19.0,308,Cooch Behar,329.0,2190,Sitalkuchi,2190.0,S
9,Uttar Pradesh,9.0,183,Sitapur,154.0,804,Sitapur,804.0,S
12,Arunachal Pradesh,12.0,241,Upper Subansiri,249.0,1610,Siyum Adc,1610.0,S
27,Maharashtra,27.0,469,Chhatrapati Sambhajinagar,515.0,4134,Soegaon,4134.0,S
8,Rajasthan,8.0,111,Pali,118.0,599,Sojat,599.0,S
24,Gujarat,24.0,440,Anand,482.0,3862,Sojitra,3862.0,S
27,Maharashtra,27.0,496,Solapur,526.0,4253,Solapur South,4253.0,S
16,Tripura,16.0,653,Sepahijala,0.0,6680,Sonamura,0.0,S
14,Manipur,14.0,257,Senapati,272.0,6484,Song Song,0.0,S
27,Maharashtra,27.0,489,Parbhani,513.0,4121,Sonpeth,4121.0,S
20,Jharkhand,20.0,343,West Singhbhum,368.0,2728,Sonua,2728.0,S
18,Assam,18.0,285,Dhubri,301.0,7417,South Salmara Pt,0.0,S
8,Rajasthan,8.0,773,Neem Ka Thana,,555,Sri Madhopur,555.0,S
36,Telangana,0.0,682,Peddapalli,0.0,4407,Srirampur,4407.0,S
9,Uttar Pradesh,9.0,176,Rampur,136.0,723,Suar,723.0,S
1,Jammu And Kashmir,1.0,5,Jammu,21.0,6716,Suchetgarh,0.0,U
10,Bihar,10.0,213,Purbi Champaran,204.0,1034,Sugauli,1034.0,S
24,Gujarat,24.0,441,Banas Kantha,469.0,6166,Suigam,0.0,S
22,Chhattisgarh,22.0,642,Sukma,0.0,3375,Sukma,3375.0,S
2,Himachal Pradesh,2.0,18,Kangra,24.0,7048,Sulah,0.0,S
21,Odisha,21.0,365,Mayurbhanj,376.0,2877,Suliapada,2877.0,S
5,Uttarakhand,5.0,45,Almora,64.0,327,Sult,327.0,S
10,Bihar,10.0,192,Bhagalpur,224.0,1340,Sultanganj,1340.0,S
21,Odisha,21.0,373,Sundargarh,374.0,2808,Sundargarh Town,2808.0,S
2,Himachal Pradesh,2.0,22,Mandi,27.0,132,Sundarnagar,132.0,S
13,Nagaland,13.0,250,Wokha,264.0,1784,Sungro,1784.0,S
8,Rajasthan,8.0,108,Karauli,107.0,6934,Suroth,0.0,S
23,Madhya Pradesh,23.0,667,Agar-Malwa,0.0,3515,Susner,3515.0,S
28,Andhra Pradesh,28.0,506,Guntur,548.0,5054,Tadepalli,5054.0,S
28,Andhra Pradesh,28.0,523,West Godavari,546.0,4961,Tadepalligudem,4961.0,S
14,Manipur,14.0,257,Senapati,272.0,6508,Tadubi,0.0,S
22,Chhattisgarh,22.0,375,Bilaspur,406.0,3294,Takhatpur,3294.0,S
24,Gujarat,24.0,443,Bhavnagar,481.0,3859,Talaja,3859.0,S
27,Maharashtra,27.0,665,Palghar,0.0,4157,Talasari,4157.0,S
9,Uttar Pradesh,9.0,161,Lalitpur,167.0,861,Talbehat,861.0,S
3,Punjab,3.0,28,Bathinda,46.0,246,Talwandi Sabo,246.0,S
14,Manipur,14.0,258,Tamenglong,273.0,1866,Tamenglong,1866.0,S
28,Andhra Pradesh,28.0,754,Sri Sathya Sai,0.0,5360,Tanakal,5360.0,S
3,Punjab,3.0,33,Hoshiarpur,38.0,7193,Tanda,0.0,S
9,Uttar Pradesh,9.0,121,Ambedkar Nagar,178.0,907,Tanda,907.0,S
36,Telangana,0.0,680,Nirmal,0.0,4340,Tanoor,4340.0,S
8,Rajasthan,8.0,781,Kekri,,6658,Tantoli,0.0,S
28,Andhra Pradesh,28.0,523,West Godavari,546.0,4972,Tanuku,4972.0,S
19,West Bengal,19.0,310,Dakshin Dinajpur,331.0,2205,Tapan,2205.0,S
10,Bihar,10.0,218,Saran,219.0,1250,Taraiya,1250.0,S
21,Odisha,21.0,372,Sonepur,392.0,3140,Tarbha,3140.0,S
3,Punjab,3.0,609,Tarn Taran,50.0,259,Tarn Taran,259.0,S
2,Himachal Pradesh,2.0,17,Hamirpur,28.0,6883,Tauni Devi Bamson,0.0,S
27,Maharashtra,27.0,467,Akola,501.0,3988,Telhara,3988.0,S
2,Himachal Pradesh,2.0,16,Chamba,23.0,7286,Telka,0.0,S
18,Assam,18.0,286,Dibrugarh,310.0,2066,Tengakhat,2066.0,S
33,Tamil Nadu,33.0,733,Tenkasi,0.0,5873,Tenkasi,5873.0,S
23,Madhya Pradesh,23.0,424,Rewa,430.0,3471,Teonthar,3471.0,S
17,Meghalaya,17.0,275,West Jaintia Hills,299.0,1996,Thadlaskein,1996.0,S
32,Kerala,32.0,557,Kannur,589.0,5634,Thalassery,5634.0,S
33,Tamil Nadu,33.0,573,Erode,610.0,6539,Thalavadi,0.0,S
32,Kerala,32.0,561,Kozhikode,591.0,5938,Thamarassery,0.0,S
1,Jammu And Kashmir,1.0,12,Rajouri,6.0,20,Thana Mandi,20.0,U
33,Tamil Nadu,33.0,593,Tiruvannamalai,606.0,5726,Thandrampet,5726.0,S
6,Haryana,6.0,68,Kurukshetra,72.0,366,Thanesar,366.0,S
24,Gujarat,24.0,460,Surendranagar,475.0,6037,Thangadh,0.0,S
10,Bihar,10.0,209,Nalanda,229.0,1388,Tharthari,1388.0,S
24,Gujarat,24.0,450,Kheda,483.0,3878,Thasra,3878.0,S
18,Assam,18.0,301,Sonitpur,306.0,7049,Thelamara,0.0,S
33,Tamil Nadu,33.0,588,Theni,624.0,5844,Theni,5844.0,S
2,Himachal Pradesh,2.0,23,Shimla,33.0,184,Theog,184.0,S
12,Arunachal Pradesh,12.0,238,Tawang,245.0,6556,Thingbu Circle,0.0,S
33,Tamil Nadu,33.0,585,Sivaganga,622.0,5829,Thiruppathur,5829.0,S
32,Kerala,32.0,564,Pathanamthitta,599.0,5679,Thiruvalla,5679.0,S
33,Tamil Nadu,33.0,591,Tiruchirappalli,614.0,5780,Thiruverumbur,5780.0,S
33,Tamil Nadu,33.0,586,Thanjavur,620.0,7406,Thiruvonam,0.0,S
32,Kerala,32.0,556,Idukki,596.0,5666,Thodupuzha,5666.0,S
33,Tamil Nadu,33.0,594,Thoothukkudi,627.0,5866,Thoothukkudi,5866.0,S
36,Telangana,0.0,688,Mahabubabad,0.0,4715,Thorrur,4715.0,S
28,Andhra Pradesh,28.0,515,Sri Potti Sriramulu Nellore,550.0,5180,Thotapalligudur,5180.0,S
12,Arunachal Pradesh,12.0,242,West Kameng,246.0,1575,Thrizino Adc,1575.0,S
21,Odisha,21.0,358,Kalahandi,395.0,3171,Thuamul Rampur,3171.0,S
21,Odisha,21.0,359,Kandhamal,390.0,3115,Tikabali,3115.0,S
10,Bihar,10.0,215,Rohtas,234.0,1474,Tilouthu,1474.0,S
23,Madhya Pradesh,23.0,408,Harda,448.0,3610,Timarni,3610.0,S
18,Assam,18.0,302,Tinsukia,309.0,2061,Tinsukia,2061.0,S
29,Karnataka,29.0,547,Shivamogga,568.0,5519,Tirthahalli,5519.0,S
33,Tamil Nadu,33.0,597,Virudhunagar,625.0,5852,Tiruchuli,5852.0,S
29,Karnataka,29.0,545,Mysuru,577.0,5575,Tirumakudal - Narsipur,5575.0,S
33,Tamil Nadu,33.0,592,Tirunelveli,628.0,5876,Tirunelveli,5876.0,S
28,Andhra Pradesh,28.0,752,Tirupati,0.0,5383,Tirupati (Urban),5383.0,S
33,Tamil Nadu,33.0,634,Tiruppur,633.0,5967,Tiruppurnorth,0.0,S
33,Tamil Nadu,33.0,583,Ramanathapuram,626.0,5855,Tiruvadanai,5855.0,S
33,Tamil Nadu,33.0,593,Tiruvannamalai,606.0,5727,Tiruvannamalai,5727.0,S
33,Tamil Nadu,33.0,733,Tenkasi,0.0,6642,Tiruvengadam,0.0,S
28,Andhra Pradesh,28.0,748,Eluru,0.0,4946,T.Narasapuram,4946.0,S
8,Rajasthan,8.0,771,Gangapurcity,,520,Todabhim,520.0,S
13,Nagaland,13.0,251,Zunheboto,263.0,5988,Tokiye,0.0,S
21,Odisha,21.0,356,Jajapur,382.0,2970,Tomka,2970.0,S
33,Tamil Nadu,33.0,568,Chennai,603.0,7168,Tondiarpet,0.0,S
23,Madhya Pradesh,23.0,402,Dewas,437.0,3524,Tonk Khurd,3524.0,S
20,Jharkhand,20.0,343,West Singhbhum,368.0,2737,Tonto,2737.0,S
36,Telangana,0.0,513,Medak,535.0,4482,Toopran,4482.0,S
29,Karnataka,29.0,548,Tumakuru,571.0,5537,Tumakuru,5537.0,S
27,Maharashtra,27.0,471,Bhandara,506.0,4037,Tumsar,4037.0,S
21,Odisha,21.0,345,Balangir,393.0,3146,Turekela,3146.0,S
21,Odisha,21.0,361,Kendujhar,375.0,2842,Turumunga,2842.0,S
14,Manipur,14.0,712,Kangpokpi,0.0,6492,T Vaichong,0.0,S
23,Madhya Pradesh,23.0,437,Vidisha,443.0,3574,Tyonda,3574.0,S
16,Tripura,16.0,654,Gomati,0.0,6693,Udaipur,0.0,S
23,Madhya Pradesh,23.0,421,Raisen,446.0,3597,Udaipura,3597.0,S
18,Assam,18.0,617,Udalguri,326.0,2152,Udalguri,2152.0,S
33,Tamil Nadu,33.0,610,Ariyalur,616.0,5786,Udayarpalayam,5786.0,S
23,Madhya Pradesh,23.0,402,Dewas,437.0,6535,Udaynagar,0.0,S
19,West Bengal,19.0,313,Howrah,341.0,2398,Udaynarayanpur,2398.0,S
32,Kerala,32.0,556,Idukki,596.0,5665,Udumbanchola,5665.0,S
28,Andhra Pradesh,28.0,746,Kakinada,0.0,4912,U.Kothapalli,4912.0,S
27,Maharashtra,27.0,497,Thane,517.0,4169,Ulhasnagar,4169.0,S
24,Gujarat,24.0,462,Valsad,491.0,3931,Umbergaon,3931.0,S
17,Meghalaya,17.0,276,Ri Bhoi,297.0,1987,Umsning,1987.0,S
24,Gujarat,24.0,675,Gir Somnath,0.0,3838,Una,3838.0,S
2,Himachal Pradesh,2.0,26,Una,29.0,150,Una,150.0,S
9,Uttar Pradesh,9.0,175,Rae Bareli,158.0,828,Unchahar,828.0,S
9,Uttar Pradesh,9.0,186,Unnao,156.0,816,Unnao,816.0,S
28,Andhra Pradesh,28.0,747,Dr. B.R. Ambedkar Konaseema,0.0,4942,Uppalaguptam,4942.0,S
28,Andhra Pradesh,28.0,502,Ananthapuramu,553.0,5317,Uravakonda,5317.0,S
33,Tamil Nadu,33.0,588,Theni,624.0,5845,Uthamapalayam,5845.0,S
36,Telangana,0.0,501,Adilabad,532.0,4321,Utnoor,4321.0,S
28,Andhra Pradesh,28.0,755,Nandyal,0.0,5302,Uyyalawada,5302.0,S
24,Gujarat,24.0,461,Vadodara,486.0,6526,Vadodara South,0.0,S
36,Telangana,0.0,516,Nizamabad,533.0,4365,Vailpoor,4365.0,S
24,Gujarat,24.0,442,Bharuch,488.0,3920,Valia,3920.0,S
36,Telangana,0.0,697,Yadadri Bhuvanagiri,0.0,4627,Valigonda,4627.0,S
24,Gujarat,24.0,641,Tapi,493.0,3946,Valod,3946.0,S
33,Tamil Nadu,33.0,729,Kallakurichi,0.0,7405,Vanapuram,0.0,S
33,Tamil Nadu,33.0,593,Tiruvannamalai,606.0,5723,Vandavasi,5723.0,S
24,Gujarat,24.0,448,Junagadh,479.0,3826,Vanthali,3826.0,S
33,Tamil Nadu,33.0,596,Viluppuram,607.0,5730,Vanur,5730.0,S
28,Andhra Pradesh,28.0,752,Tirupati,0.0,5381,Varadaiahpalem,5381.0,S
27,Maharashtra,27.0,665,Palghar,0.0,4164,Vasai,4164.0,S
7,Delhi,7.0,79,New Delhi,94.0,453,Vasant Vihar,453.0,U
27,Maharashtra,27.0,477,Hingoli,512.0,4115,Vasmath,4115.0,S
36,Telangana,0.0,691,Sangareddy,0.0,6291,Vatpally,0.0,S
28,Andhra Pradesh,28.0,749,Ntr,0.0,4990,Vatsavai,4990.0,S
24,Gujarat,24.0,438,Ahmedabad,474.0,6516,Vatva,0.0,S
33,Tamil Nadu,33.0,579,Nagapattinam,618.0,5802,Vedaranyam,5802.0,S
28,Andhra Pradesh,28.0,503,Chittoor,554.0,5397,Vedurukuppam,5397.0,S
36,Telangana,0.0,508,Karimnagar,534.0,4439,Veenavanka,4439.0,S
36,Telangana,0.0,686,Hanumakonda,0.0,6252,Velair,0.0,S
36,Telangana,0.0,681,Jagitial,0.0,4398,Velgatur,4398.0,S
27,Maharashtra,27.0,490,Pune,521.0,4197,Velhe,4197.0,S
28,Andhra Pradesh,28.0,517,Prakasam,549.0,5135,Veligandla,5135.0,S
33,Tamil Nadu,33.0,597,Virudhunagar,625.0,6640,Vembakottai,0.0,S
28,Andhra Pradesh,28.0,504,Y.S.R.,551.0,5233,Vempalli,5233.0,S
27,Maharashtra,27.0,495,Sindhudurg,529.0,4279,Vengurla,4279.0,S
28,Andhra Pradesh,28.0,521,Vizianagaram,543.0,4832,Vepada,4832.0,S
28,Andhra Pradesh,28.0,503,Chittoor,554.0,5405,Vijayapuram,5405.0,S
28,Andhra Pradesh,28.0,749,Ntr,0.0,6863,Vijayawada East,0.0,S
28,Andhra Pradesh,28.0,749,Ntr,0.0,6864,Vijayawada North,0.0,S
28,Andhra Pradesh,28.0,749,Ntr,0.0,6865,Vijayawada West,0.0,S
27,Maharashtra,27.0,665,Palghar,0.0,4159,Vikramgad,4159.0,S
28,Andhra Pradesh,28.0,515,Sri Potti Sriramulu Nellore,550.0,5161,Vinjamur,5161.0,S
29,Karnataka,29.0,541,Kodagu,576.0,5568,Virajpet,5568.0,S
24,Gujarat,24.0,669,Mahisagar,0.0,3870,Virpur,3870.0,S
28,Andhra Pradesh,28.0,749,Ntr,0.0,5000,Vissannapeta,5000.0,S
13,Nagaland,13.0,251,Zunheboto,263.0,1767,V.K.,1767.0,S
32,Kerala,32.0,567,Wayanad,590.0,5637,Vythiri,5637.0,S
36,Telangana,0.0,695,Jogulamba Gadwal,0.0,4610,Waddepally,4610.0,S
1,Jammu And Kashmir,1.0,3,Baramulla,8.0,6823,Wagoora,0.0,U
27,Maharashtra,27.0,494,Satara,527.0,4256,Wai,4256.0,S
12,Arunachal Pradesh,12.0,666,Longding,0.0,6012,Wakka Sdo,0.0,S
1,Jammu And Kashmir,1.0,626,Ganderbal,11.0,6808,Wakoora,0.0,U
27,Maharashtra,27.0,468,Amravati,503.0,4007,Warud,4007.0,S
33,Tamil Nadu,33.0,597,Virudhunagar,625.0,6675,Watrap,0.0,S
10,Bihar,10.0,196,Gaya,236.0,1507,Wazirganj,1507.0,S
28,Andhra Pradesh,28.0,502,Ananthapuramu,553.0,5312,Yadiki,5312.0,S
5,Uttarakhand,5.0,52,Pauri Garhwal,61.0,314,Yamkeshwar,314.0,S
12,Arunachal Pradesh,12.0,677,Kra Daadi,0.0,1704,Yangte Circle,1704.0,S
27,Maharashtra,27.0,500,Yavatmal,510.0,4082,Yavatmal,4082.0,S
27,Maharashtra,27.0,478,Jalgaon,499.0,3961,Yawal,3961.0,S
29,Karnataka,29.0,550,Uttara Kannada,563.0,5481,Yellapur,5481.0,S
28,Andhra Pradesh,28.0,511,Kurnool,552.0,5254,Yemmiganur,5254.0,S
28,Andhra Pradesh,28.0,745,Alluri Sitharama Raju,0.0,6063,Yetapaka,0.0,S
27,Maharashtra,27.0,487,Nashik,516.0,4156,Yevla,4156.0,S
12,Arunachal Pradesh,12.0,243,West Siang,250.0,1633,Yomcha Adc,1633.0,S
13,Nagaland,13.0,615,Longleng,268.0,1832,Yongnyah,1832.0,S
1,Jammu And Kashmir,1.0,8,Kupwara,1.0,6790,Zachaldara,0.0,U
9,Uttar Pradesh,9.0,146,Ghazipur,195.0,991,Zamania,991.0,S
28,Andhra Pradesh,28.0,517,Prakasam,549.0,5142,Zarugumalli,5142.0,S
8,Rajasthan,8.0,88,Banswara,125.0,6612,Abapura,0.0,S
36,Telangana,0.0,518,Ranga Reddy,537.0,6319,Abdullapurmet,0.0,S
3,Punjab,3.0,651,Fazilka,0.0,238,Abohar,238.0,S
8,Rajasthan,8.0,115,Sirohi,117.0,595,Abu Road,595.0,S
28,Andhra Pradesh,28.0,523,West Godavari,546.0,4981,Achanta,4981.0,S
6,Haryana,6.0,63,Hisar,80.0,393,Adampur,393.0,S
10,Bihar,10.0,213,Purbi Champaran,204.0,1032,Adapur,1032.0,S
27,Maharashtra,27.0,481,Latur,524.0,4228,Ahmadpur,4228.0,S
3,Punjab,3.0,737,Malerkotla,0.0,6856,Ahmedgarh,0.0,S
13,Nagaland,13.0,250,Wokha,264.0,1781,Aitepyong,1781.0,S
22,Chhattisgarh,22.0,383,Korba,404.0,7241,Ajgarbahar,0.0,S
27,Maharashtra,27.0,480,Kolhapur,530.0,4292,Ajra,4292.0,S
28,Andhra Pradesh,28.0,523,West Godavari,546.0,4975,Akividu,4975.0,S
36,Telangana,0.0,692,Siddipet,0.0,6285,Akkannapet,0.0,S
28,Andhra Pradesh,28.0,747,Dr. B.R. Ambedkar Konaseema,0.0,4925,Alamuru,4925.0,S
33,Tamil Nadu,33.0,582,Pudukkottai,621.0,5824,Alangudi,5824.0,S
10,Bihar,10.0,202,Khagaria,223.0,1322,Alauli,1322.0,S
6,Haryana,6.0,65,Jind,77.0,6409,Alewa,0.0,S
10,Bihar,10.0,195,Darbhanga,215.0,1187,Alinagar,1187.0,S
36,Telangana,0.0,690,Bhadradri Kothagudem,0.0,6267,Allapalli,0.0,S
9,Uttar Pradesh,9.0,121,Ambedkar Nagar,178.0,908,Allapur,908.0,S
29,Karnataka,29.0,530,Vijayapura,557.0,7123,Almel,0.0,S
28,Andhra Pradesh,28.0,519,Srikakulam,542.0,4798,Amadalavalasa,4798.0,S
28,Andhra Pradesh,28.0,751,Palnadu,0.0,5052,Amaravathi,5052.0,S
9,Uttar Pradesh,9.0,173,Pilibhit,151.0,6867,Amariya,0.0,S
28,Andhra Pradesh,28.0,747,Dr. B.R. Ambedkar Konaseema,0.0,4935,Ambajipeta,4935.0,S
6,Haryana,6.0,58,Ambala,70.0,6406,Ambala Cantonment,0.0,S
27,Maharashtra,27.0,497,Thane,517.0,4170,Ambarnath,4170.0,S
36,Telangana,0.0,507,Hyderabad,536.0,4502,Amberpet,4502.0,S
10,Bihar,10.0,214,Purnia,211.0,1138,Amour,1138.0,S
36,Telangana,0.0,694,Nagarkurnool,0.0,4578,Amrabad,4578.0,S
20,Jharkhand,20.0,337,Pakur,353.0,2574,Amrapara,2574.0,S
27,Maharashtra,27.0,468,Amravati,503.0,4009,Amravati,4009.0,S
9,Uttar Pradesh,9.0,141,Farrukhabad,159.0,831,Amritpur,831.0,S
33,Tamil Nadu,33.0,569,Coimbatore,632.0,6643,Anaimalai,0.0,S
21,Odisha,21.0,361,Kendujhar,375.0,2854,Anandapur,2854.0,S
28,Andhra Pradesh,28.0,505,East Godavari,545.0,4917,Anaparthi,4917.0,S
33,Tamil Nadu,33.0,577,Krishnagiri,631.0,6662,Anchetty,0.0,S
19,West Bengal,19.0,704,Paschim Bardhaman,0.0,2272,Andal,2272.0,S
27,Maharashtra,27.0,483,Mumbai Suburban,518.0,7179,Andheri,0.0,S
33,Tamil Nadu,33.0,610,Ariyalur,616.0,5983,Andimadam,0.0,S
24,Gujarat,24.0,440,Anand,482.0,3868,Anklav,3868.0,S
33,Tamil Nadu,33.0,569,Coimbatore,632.0,5955,Annur,0.0,S
8,Rajasthan,8.0,89,Baran,128.0,671,Antah,671.0,S
36,Telangana,0.0,682,Peddapalli,0.0,6214,Anthergaon,0.0,S
33,Tamil Nadu,33.0,576,Karur,613.0,5768,Aravakurichi,5768.0,S
27,Maharashtra,27.0,485,Nanded,511.0,4099,Ardhapur,4099.0,S
27,Maharashtra,27.0,500,Yavatmal,510.0,4088,Arni,4088.0,S
8,Rajasthan,8.0,629,Pratapgarh,131.0,700,Arnod,700.0,S
23,Madhya Pradesh,23.0,406,Guna,458.0,3682,Aron,3682.0,S
24,Gujarat,24.0,438,Ahmedabad,474.0,6512,Asarva,0.0,S
6,Haryana,6.0,67,Karnal,74.0,373,Assandh,373.0,S
1,Jammu And Kashmir,1.0,4,Doda,16.0,6752,Assar,0.0,U
36,Telangana,0.0,690,Bhadradri Kothagudem,0.0,4728,Aswapuram,4728.0,S
28,Andhra Pradesh,28.0,751,Palnadu,0.0,5050,Atchampet,5050.0,S
28,Andhra Pradesh,28.0,744,Anakapalli,0.0,4878,Atchuthapuram,4878.0,S
1,Jammu And Kashmir,1.0,620,Kishtwar,18.0,71,Atholi (Paddar),71.0,U
28,Andhra Pradesh,28.0,747,Dr. B.R. Ambedkar Konaseema,0.0,4919,Atreyapuram,4919.0,S
21,Odisha,21.0,347,Bargarh,370.0,2769,Attabira,2769.0,S
10,Bihar,10.0,208,Muzaffarpur,216.0,1207,Aurai,1207.0,S
27,Maharashtra,27.0,481,Latur,524.0,4232,Ausa,4232.0,S
19,West Bengal,19.0,306,Purba Bardhaman,335.0,2276,Ausgram - II,2276.0,S
